db5fa051-a3ba-4ecf-99db-9132fc5c201a,3,25,30,915.32
9b1d32a3-3d82-48c2-a1c3-118e8de8e861,2,50,60,2480.24
5b28e326-4c19-4624-88e9-b89978a3c389,5,70,55,5291.38
86c90d98-c268-4d70-be09-1b771cd2d3f7,4,50,65,6226.46
6b1754ff-0b9f-40fe-9994-19634e3840af,3,85,20,2072.89
3744c89e-2cb9-4941-876a-6ab392b618fc,9,10,25,987.57
3efef523-692a-423a-8079-d8f8bb49a5dc,5,75,50,5176.22
a31d0d05-e315-40c8-84b1-82a44e4e33d7,5,65,85,12090.18
fb3e1128-6a86-4e54-bbba-a5de572a2965,6,50,45,3165.13
5d4e47a0-9eb3-40a3-bb54-b496c3365fd6,9,35,10,951.41
16c5916e-5a34-4d70-8b10-79e7982d3a81,1,35,70,577.62
67ef10f2-179f-4979-8fbe-8b558731122d,4,10,85,639.55
5d744ebe-2b6d-4d05-8161-78b167e95d32,5,70,60,6987.03
3f11d10e-754c-425e-bc50-3d90dbac6e90,5,15,90,1399.41
4f8b5302-4940-4684-af88-4311d65923ed,4,45,45,3472.57
33f64335-1f88-44ec-a0ee-6bfa53cab491,7,40,10,745.11
0140e1de-bc24-4d96-8013-d75a657f553c,3,35,55,1679.37
ea7b7bb1-a270-418f-9810-d72b854b58c3,9,55,95,10710.90
27f07fb8-592c-4b3e-896f-aaf2ccbbb96c,8,55,85,15350.14
e1f7419e-7b64-43ca-8880-eb51499c9ddc,8,55,20,3352.40
e70d59a5-b1aa-481d-8b10-f16fd78b096a,1,45,75,1142.32
4d828bc7-9182-4b25-abed-458c356085e5,1,25,65,354.01
aab68877-206c-470f-8956-77be49dd67e2,5,15,95,1458.28
ba7a434f-b693-45f9-9469-67380e0f88a8,9,70,65,13616.09
c30ecc59-872a-4c19-aac0-2d749aeb7303,8,55,10,2033.69
e2704099-31b9-4d49-bac1-1797396d7edc,4,15,20,248.65
97f46efd-3ade-479c-9f0f-de1a7444ff40,5,50,15,1415.08
40e0c4e5-a81b-4b7d-8e6e-9dc85d2dcabd,4,20,15,475.62
3980f969-7874-4a25-9bc1-764f38dd796d,8,95,70,18780.05
afee4fe6-dad8-48be-851d-c5f7b564d5e7,7,80,50,13159.22
f29c90d3-4ca3-4fef-bc75-8f6fb87a7499,4,25,85,2202.70
c8de678e-24ca-4106-a454-6603413a6ba8,9,15,80,5161.44
92adfb7d-6c19-45d1-9695-86a11f8056d9,5,10,35,869.37
8001a11c-0154-48bf-b02a-12b4735fca68,4,55,65,6614.99
44094be5-43aa-4746-a9ab-ce7406329fcb,7,95,85,10873.69
fe294015-7767-42a9-9cdd-79e746969dd3,5,20,80,3459.99
69e7a0b4-a186-4321-b06c-3c477136519e,8,65,20,2613.05
b098db37-3f29-4ff1-bb03-5937c7e6bde5,5,85,40,7988.42
83dc9055-330c-4de1-a17e-294e01f2009f,1,60,25,612.31
5d6faebd-0613-4f8b-bc55-40c73635b985,7,40,45,4477.80
fe21761b-f95a-4f27-9a22-e40c1b7b50a3,3,20,30,357.78
0e7a583e-154b-4542-ad76-732b0a0a6aca,9,30,70,4675.10
430d029f-a1cf-4b7a-96d3-011349e700a4,3,40,65,1834.42
6f8097a6-d185-4bde-83fe-0fa5fa8093a8,5,30,45,1640.64
fbffde9e-0e98-4646-81e9-45458473f0da,1,40,70,1280.83
5cf96c9c-62da-4eaa-bd23-9649b9d42fbb,5,80,70,8483.92
09377efb-e174-41bd-8358-f03b715aa93b,6,60,15,2578.94
25388026-c065-414b-91f6-843c6cc3e3e3,6,35,20,1262.04
b220c0ef-d38d-4abf-9bdc-b3036f932e9e,5,95,30,4646.43
f0410947-b1b6-4f82-a13f-dc9828bfdfaa,3,10,60,556.92
90d82865-126d-4a41-900e-387a98ed3db5,3,50,50,3280.63
4f089e33-b111-4df1-a276-cf8867a44f2e,5,80,45,8602.76
be0b5a6d-1f6d-4d19-989b-31dd99572cd1,5,15,30,429.23
d31add07-c289-4b12-a0d2-b65f49644c11,9,90,90,13837.95
03ffbc7a-8c6a-4d05-982d-95be5af227eb,3,35,20,576.23
9a921bcc-08dc-4018-ab21-2a96b9be1f63,6,20,70,2312.02
0cd8a9e6-92f1-44b7-9b3b-88455275b074,9,85,95,30369.66
