746ba13d-4d6f-4f2c-b815-0443a15cc0f4,1,45,60,1157.41
2c02c2ca-f8f9-4940-9a06-e6bc71a93335,4,45,15,882.95
0ca4e8cd-e304-4f27-941b-5a75220987c1,8,70,40,10916.76
1732fd4c-ccc4-471c-b87c-e2ca8ea85038,9,50,45,3482.87
1d42b8d5-4551-47bf-9d1b-52e1487a0de3,4,65,65,6084.52
1154e161-96a2-44f5-af35-da04e3d99c0b,3,60,90,4474.61
8e666623-cd03-4ccd-832d-195996cd1d21,1,50,25,281.33
1de8f0b9-0e6a-49dd-b7ce-5c8a383baa05,6,55,70,6208.81
b091861a-93d2-4220-9d56-d81ad18c452d,9,60,45,11409.37
957c4da8-23bc-47be-9143-7a2ac7074e84,2,15,25,271.23
b991b738-8773-41da-8968-b96a91ee3e8a,9,65,45,5038.68
1c1a6008-2284-4de2-b7e2-28f92b602473,6,75,50,9461.68
6a3c28b2-ae45-4958-8bc1-60f8ef94753c,3,45,80,3684.62
06a7963d-c947-40a5-a18d-7b27e354c17b,5,40,70,5042.84
5c75f914-19ba-466b-a858-8fadb47e3488,7,85,65,11662.95
58c9fd30-1f68-4bf9-acaf-7425b58fccac,1,65,90,1071.24
0b0e9a27-ba81-4e23-bd0e-7a994de75ef5,3,65,30,2898.69
cf0e0306-d6f6-4abd-964e-2aed29c1615d,1,75,45,1426.24
a3a4757c-f175-4ff8-a3ef-626b5bc40d09,1,90,10,348.69
accc38e5-4446-4a18-b4f5-a9864556aeae,2,65,30,1316.67
66f3a8c8-2957-4512-a152-cda2494eb9db,5,85,65,10730.09
ffb9dea6-13f1-4ef5-891f-7f0186642952,4,60,80,9325.13
d05574a8-53b6-46ee-8d0f-4182a3f8472b,6,80,65,8009.02
f9a913b4-9c4c-46e4-afc6-815eaa2de4ad,3,70,70,6603.70
59cfbfd5-48aa-43ed-96c3-1b30fdf0af47,3,60,95,6930.62
dec26d66-3d1a-4b34-8f18-edd06cd3eb35,3,50,55,3771.42
0d5ff996-548a-4c0c-9dea-93ddf647e937,4,35,10,283.91
25738e22-3651-44cd-bc56-2031358087e9,3,50,45,3290.01
1e6fb64c-cd41-4839-978a-74b452080984,3,45,30,860.25
98e918a5-b020-4e0d-aa4a-01216e6a5867,8,45,35,5788.10
f1f7cca9-2263-48c8-ba54-fffbd442db15,2,60,50,2011.15
98b62368-c93a-46de-ad0f-6147ff0e6545,1,35,60,758.46
8ea7cdc3-89c9-4849-ba8f-814d51d2fdfe,9,50,85,7503.58
6ca95697-00e9-4500-ba85-a07882670f2c,1,50,75,1440.09
1cec9d0e-a539-4919-9da6-d87e91d37b88,7,15,15,561.85
b634a8db-3dee-42e4-8c9b-3f18112361e5,1,30,80,1165.52
463fd9f2-1c14-409c-acda-a0e8d7b036af,7,30,15,685.14
89d1af62-7f03-4e8f-ae82-b6e53c718349,3,65,30,2181.20
f806670a-da8e-4131-ae91-5e9ca1b62407,6,65,50,8688.24
8274b513-1dd5-4a87-8e71-2cd5b45ade36,6,90,65,16084.11
83ce4918-d55b-40a2-a43d-6c1e23980ec5,2,55,90,1658.46
f129753e-672c-44f1-9f06-c608edeef2b6,9,75,25,4584.22
