aac9004a-061a-4df8-a9e2-4b919aa24b09,9,90,80,15552.26
c13c2652-4893-4b62-ab38-90d7ca01822b,8,30,30,1607.18
257733f2-9d71-447e-ab8f-2034ec7477a9,3,40,80,2905.11
6ded8408-2a49-4c7d-94ce-647efdff90ef,1,80,10,389.61
bc4c52a2-3b15-44d5-b5e1-6679b072601d,2,30,30,597.49
994af8ea-676f-43d8-bb4e-4fdb24324298,4,15,90,1347.21
32e1eb06-7b23-459a-b8e5-d9eaaea23a9a,3,15,85,1475.82
01acda7a-0d83-4e04-980e-b495038a5e7b,5,25,30,1366.97
60e26eee-a5d6-48ea-96e7-c4c725fbeb43,5,85,85,17895.07
a3d8b534-cf39-4281-9408-6c9d84a6e77d,4,25,95,3986.58
304d6562-6706-4d05-823c-9b54816f5fc6,9,30,45,2954.99
172d4a15-9b9d-4b64-901a-25f282352b3f,5,85,35,6218.67
2019e8ae-d976-4dbf-bce7-975b4a8fba34,4,35,60,1903.00
37072b5f-cde8-40d7-a7b0-586b6cee3b94,1,50,90,1752.15
59e2728c-9d74-4100-afa4-b532bbd10c20,4,35,80,2720.94
2c0b1ec8-3346-4228-b066-442e24ada08a,2,70,85,2324.00
887d9a1a-ec47-4f3d-bbac-b58a5e3e6a34,7,35,50,6079.35
1bd65183-451d-4d8b-9fcd-e0aee329c7c0,9,40,40,3332.25
5ef08dac-1b13-4f60-ac15-1051bb425ba3,2,80,70,2077.84
df870bd7-56e5-40d8-b3da-9e0091f98efe,4,90,65,4708.31
400bab40-6f36-4fce-82e6-f772ebd722b0,1,35,70,1221.01
b8b4f29d-acad-403b-afdf-aa9642205ef3,1,80,45,670.60
69f7bc2b-3e7a-487f-9ecb-3ba8d5eeceb1,1,15,20,102.10
dcd5d4ec-b38b-4e11-8a1e-97bc7c17cd81,8,75,20,4452.41
d6bd4849-ec7b-4ad3-9bac-ab9119508183,9,50,55,10951.57
38fbe1cf-5087-431f-b299-15132d9b1b2f,7,60,20,2751.65
6acd0855-d0e2-4c80-be58-a58f5293e09a,5,85,20,3012.04
2a704dec-8c2e-4adc-8f3d-ae387a023658,5,60,30,2528.56
b8d8c755-4e1a-457e-b88b-6c68e45f00b3,5,65,10,618.43
0161a41b-edff-4342-99cb-2556bc623236,2,65,25,1241.01
a5e9ba7a-2f53-47be-8331-5db1a32e0d9a,5,45,70,5241.42
a9dd2949-3d65-4c51-a449-95b5709cf684,1,95,80,3255.14
eb8421fa-c1f7-4a48-9ebb-43b23f53c44f,9,15,50,2700.79
2904f4f8-fa6a-44f8-ab40-9bb7285e2fff,1,50,40,483.72
da57ceb4-8170-4dc8-87c4-7fb9c7ff89d3,8,95,70,23919.34
ca64d0a7-1253-420f-aea0-3e54bb204f3a,1,95,30,818.93
49dc88f2-d5ed-4d19-8cb7-c5048d789ee3,6,60,55,8831.68
47ca5ea3-c0a6-4efa-a8bb-670087b46583,8,55,65,13491.56
2c11b9ef-eac6-4bbf-9974-44d2c6348f75,5,25,45,1402.09
8dd36ae3-e7b4-4a9c-8cc1-d06a10baa38f,7,35,65,4340.80
6bdbdd3f-548d-40d9-b34c-965c094f42ff,1,65,90,2264.69
5b9f7087-8b99-48b1-8966-d21a7af825ee,1,55,85,1651.79
357ca943-3206-448a-a883-82c488b73286,2,95,85,6850.16
c936f8e6-cff8-42df-ac89-a8ed4e623972,8,45,80,12075.52
b83242cf-888f-4ec2-a2f3-3b218561e166,8,85,70,21074.72
