f81eb562-696b-47d7-937d-ee4bc4ec9b19,1,90,90,3498.52
163323eb-f5fe-48fe-aa0b-01a292af2590,2,60,75,2488.34
02c4ff18-3654-4e0f-8720-794fd8d44a78,7,20,90,5764.98
db7eccae-55ae-43b8-a752-d874ce57eaf4,2,65,80,3328.61
e108b121-d5a3-44ac-bd4d-3522cbdd09f7,1,75,70,2368.56
08d52b19-819c-418c-ad29-e7ad172b59e3,8,55,10,1666.65
18627a7b-c42d-490a-b3d6-865bee673f9b,6,80,70,16002.65
7057f1da-ce6c-4453-a30b-7e02a54b041d,1,45,45,825.98
d534cd8e-124f-4dca-a557-8de69082fa6b,1,25,80,713.78
32c30800-7fc5-4dbb-876a-b183646408ab,8,80,20,3979.89
b8d25e90-f1e1-4935-a9e9-688a47df6a2d,8,45,85,9648.04
4283453a-6628-4355-83fa-239d3f124822,4,45,55,2917.00
c0c7636e-1a24-4273-9700-d24710d424ee,6,85,40,6469.36
b67070cb-733a-4af8-b60d-6e018e778e5f,3,85,50,3524.02
335e6850-4a66-48f6-b505-789fe623406f,6,90,40,9183.18
c7f43c62-919e-4edc-a7ec-c5703d82fc8b,6,45,40,4264.25
d595e01e-b988-4060-90b0-ad141c931b3a,4,35,70,4152.45
fb8026ea-dba1-4dce-83e9-a9314666fe4e,5,15,15,423.43
2b46c146-2431-4953-a312-680e24eba517,2,85,60,3686.69
685a58aa-ae12-4bb0-84ba-ae979543958a,4,20,25,766.41
6e39dc9c-5b05-4c4f-8948-1844d4d3f328,2,75,55,2904.39
800fc69c-0767-473c-804b-2d61b34ac8be,2,80,75,3791.61
d82147ab-4ee9-41ad-960a-8f05366d6ca9,7,55,65,4821.53
ea23bae5-46c0-418c-971c-57d07fdd21bf,6,25,15,905.65
ac5b4af0-058d-4f40-8bd7-5f5f5d723b48,7,90,40,10563.64
87cd19e2-eb26-447d-a1fc-3ff312adbe11,9,60,10,1329.97
b7a2dc9e-4173-4ad9-a924-d723fe9bd5a6,9,95,85,24359.78
8e054f61-6d0c-496e-9c28-9f8044198e09,7,20,70,2848.31
19f8f2f7-5362-4739-a2ff-2534f6b28084,9,30,50,5768.28
466d8be3-d505-4f22-ac63-07c02d15838d,2,30,85,1704.55
42021a2a-333c-44ca-9fde-d4789daf628f,6,75,35,7049.75
710632a6-a1b3-4e16-ac16-1bb6b06b01fb,2,75,35,2348.03
eca1418e-11fa-43bb-adec-acf95e15e47c,9,90,50,12923.56
a544ac72-e15f-467c-90ae-82fece3f7220,7,35,70,4344.24
32603820-1fc7-4aa9-98c8-960b237619ef,6,45,50,6256.93
559968de-434e-4fd1-878d-9afb81b8adac,8,70,55,5393.39
8c621915-8fbb-4c25-b2fd-adc70b3a866d,7,20,15,717.35
aee5b2f8-d057-47c8-a9ad-6a4c49feaa44,7,30,60,4187.49
d8bd4bf3-0910-4411-9add-8d9a2ec43c17,2,35,50,879.39
ded64287-da4a-4611-9781-4900ac1b00f5,7,60,70,14370.27
4269c618-d7f9-4bd6-891c-6a811bb06ad7,7,50,75,5751.46
3ba18cd2-1505-4e13-a0ce-1b71bed22ad1,5,65,45,5435.31
05c4db17-7ce8-4299-9bb1-401527c296e7,1,75,65,979.72
668ddb2f-e165-4c0e-b6b8-45ec69453ebe,2,55,25,602.70
da2577c2-cddf-4301-996b-f3955c8ff132,5,10,30,285.39
e8eb5417-7b6d-4fbe-b314-88e3980d50ca,9,50,60,12468.40
c836404a-1d69-420b-ba14-27108ebae1b0,7,50,20,1740.22
05c1fd5b-a3ef-4f68-a3eb-e6b48eb6f737,7,55,80,8893.58
895c3c6e-531d-49af-a351-93fb2c827259,2,40,30,513.74
b3c2d9b2-997b-4eb7-85a8-c6e1042df968,6,30,15,970.14
488def85-07a9-49f2-977e-8559885d284b,4,45,30,1525.07
c1b4d791-cfc4-4f6b-85a5-7ff37ba002d5,4,30,65,1361.36
