0abff9fd-8a50-45b2-8e6b-54cae585f9d9,1,90,75,2937.31
620a8200-c6da-4110-96ec-556ebaad7622,4,90,20,3557.04
514d18aa-57e1-472f-b161-cd7688d7f43f,4,80,70,5493.44
de4d199e-ce50-47e9-993f-ffb47d071db2,9,90,20,4672.48
ff9fd178-b3be-45f5-a136-3922a855063e,1,15,15,99.91
eca7a59c-bf93-4c3c-82dc-71f5daaf528d,2,45,65,1128.03
5d4c61d1-a892-4475-a5d8-7b9814111436,8,90,70,19778.34
73b58c4c-0f50-4faf-bbb2-642705f68e98,8,50,25,1819.06
5d576bce-e8ae-49b5-a183-c56c9e0b410d,3,50,25,1405.77
ac9b988b-6be1-4b03-a4c6-2b1f007c52ec,6,55,35,5345.71
e161167a-d5ca-4253-945f-b754400a8f66,9,75,35,8709.88
ac5d0852-2970-4499-af47-57761e0f7ffb,5,40,15,630.19
abffce14-8176-46f2-88a2-6da3bbebe30b,1,15,30,203.12
f7d5cdf3-458a-4d2b-a1f1-7fb5fc37aa70,6,85,40,5003.39
c3b53f58-2ea3-4c35-a31f-dd8f0090245e,4,10,55,389.76
388bbbce-1404-41ad-842a-4399c7b3b925,8,15,20,868.07
7137c09f-c20a-4ff5-86f1-0edf59aadd78,2,50,15,310.54
97b76c4a-c423-4596-aae8-e9f5a88ca11b,5,45,45,1865.64
cb9eea66-2b9d-45fa-a906-0b0a3a69b0ce,1,40,90,1511.94
a9b2f4bf-36b0-40fa-a6af-2eb925dc36bf,8,75,70,8147.13
67b751bb-de92-4d4d-8e33-13b535fc9bbd,9,25,75,5388.74
20259130-f404-4d06-a1d5-422f9c66e7f2,6,75,75,5855.67
a1bbeb77-f022-45a2-a8c4-2204d50796d9,1,35,90,1128.17
d30b52ee-badc-4cab-ba5a-9e77fb5f8bd4,4,40,15,413.23
6b062cdb-0f67-4586-91af-42dd8d561652,1,10,75,157.66
afb8f0ca-30ca-41f5-a579-9202e06d4476,4,90,40,3198.07
efa370c9-84a1-410e-8e7a-02893b1b8581,7,50,70,4789.57
2499eb74-e94a-4a4b-bb65-d2c7991ab356,3,25,10,307.54
190ff923-7da7-4fdb-be59-e39ad6878ab6,6,60,10,1686.30
75d5aa11-0446-4263-8ac1-6e2a8d53b07f,2,40,90,2259.46
f4d69333-bcf3-4ce9-9fc9-7a1b9d1ffe81,5,65,55,4995.54
bc3d7a08-d82c-4c27-b035-a90f7786c79e,3,30,35,598.49
61005940-2ce3-45e8-afaa-fb12b8915e93,1,65,60,1869.76
9c475e19-42fb-4f7f-9b32-ba0713217cc5,8,65,25,3481.03
316aa3f3-8827-42f4-a89a-b7146bfdec6b,8,40,15,1254.22
10093f6a-d606-4ee1-8324-d950ef8bd1de,8,75,45,9378.43
da6f8c53-c61f-4a77-ba09-8a38d6c7283e,9,55,35,7028.36
c5905a42-4387-4c61-ae13-c6d44708e684,5,20,70,2870.05
009f2002-38e8-4917-b925-6c278dcfca73,5,50,25,1216.49
53b09fc9-557a-4047-b19d-94afbf4878eb,1,95,65,1814.87
b1a04404-b4d2-4c9b-9c65-11b896d4dbd6,4,85,65,5715.29
62a02c5d-8dbb-4061-9def-632b98559857,7,45,60,7994.28
dddca625-7461-49e0-ae5e-a72c112a9d79,4,55,25,2399.63
14974891-2384-442b-ad94-67dd18b721f8,3,60,35,1519.46
7c308e60-3399-44c1-b648-aea3f6b6b7b1,6,55,85,12332.17
ca21310e-b083-4191-bd81-64e1138a6472,1,20,10,49.18
